dataset,chromosomes,start_position,end_position,score,dataset_strand,product,phase,time_after_exposure,sample_strand,replicate,xr_ds,windows
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.46339226518292,70
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.16252818785006,70
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.48794388216387,70
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.24872817535778,71
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.49349666987658,71
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.17547997642453,71
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.50482904250143,71
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.21996234148256,72
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.49597140912199,72
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.17091591894935,72
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.47131555918477,72
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.22561023423956,73
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.48730865620691,73
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.20270781728167,73
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.48683987643471,73
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.19961382591401,74
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.43124778780034,74
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.15426783323717,74
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.47882723848068,74
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.18846141279096,75
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.47940244560131,75
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.1520497460364,75
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.45635756356656,75
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.20495878135004,76
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.52249114072107,76
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.1628504424703,76
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.44244874136688,76
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.19826413992193,77
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.51010654970738,77
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.15483832018049,77
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.48888165917239,77
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.21987005895181,78
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.45882468287789,78
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.15234481744689,78
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.49237874779777,78
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.14168921992264,-83
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.41729407185162,-83
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.16238286748658,-83
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.37818850659255,-83
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.21810148917771,79
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.44086860016837,79
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.1616313330191,79
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.43342321353591,79
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.22704237198898,80
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.48855633539014,80
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.14345812519852,80
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.47641458982767,80
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.21871123211085,81
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.49151752341595,81
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.193976962368,81
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.43878999839291,81
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.16866950914401,82
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.46147950878957,82
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.17870245980654,82
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.4685127430362,82
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.18307542586954,83
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.40539836456312,83
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.13218085392886,83
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.42815724908421,83
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.1993395893749,84
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.45780605183623,84
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.16842223305694,84
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.47693765469657,84
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.16945566319046,85
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.4718328619958,85
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.13526947581502,85
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.51168429064173,85
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.18537437538894,86
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.43235064178932,86
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.16843846970896,86
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.41975773076256,86
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.18143534888485,87
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.47725630854475,87
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.16678624826673,87
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.44772819118258,87
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.19791633473196,88
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.48768119570391,88
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.16279044846546,88
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.47826760546374,88
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.12845498041167,-82
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.39061490263911,-82
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.11809637874538,-82
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.3828367406509,-82
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.217593123281,89
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.41655745986516,89
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.13753764104348,89
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.45870949602535,89
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.1719278936793,90
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.46201685504751,90
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.20125059478751,90
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.49372631149872,90
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.19957413957971,91
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.49055847432989,91
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.17406769766732,91
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.49687605195881,91
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.20674179946016,92
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.45610899086977,92
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.17995491443848,92
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.48610654966214,92
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.23416234743778,93
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.48606595274229,93
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.13358869238094,93
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.45467163288406,93
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.20408890864098,94
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.44656740029865,94
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.16992347863389,94
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.4452560294483,94
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.19533166595457,95
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.45419271548457,95
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.16879029885481,95
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.48845309275813,95
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.18219638302932,96
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.4595535121559,96
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.18227414763341,96
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.49832363945437,96
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.2002760645816,97
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.46047104662071,97
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.16110591945753,97
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.45135134235653,97
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.22910636806455,98
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.46450258236089,98
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.13428857455495,98
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.40801831535771,98
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.13196279536532,-99
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.37515628395421,-99
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.15681056385725,-99
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.3777152281027,-99
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.14001965829489,-81
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.32940214177462,-81
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.13031240456186,-81
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.4059395066884,-81
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.20287956694282,99
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.41669187936806,99
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.12202235529788,99
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.45650009703966,99
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.19252656209914,100
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.46914011710394,100
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.17263635125279,100
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.41788313848063,100
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.14101937609423,-80
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.41446961180184,-80
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.09631755966418,-80
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.38574609620965,-80
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.10689726914809,-79
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.36180204747734,-79
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.1437621792981,-79
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.3845043114995,-79
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.11214258332646,-78
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.3669183682545,-78
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.17899009268995,-78
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.3673619772595,-78
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.13341702363769,-77
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.36931992573999,-77
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.12506569362511,-77
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.37404348814889,-77
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.14792536640457,-76
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.41036323045262,-76
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.12004763169045,-76
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.37794162323534,-76
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.13476903265332,-75
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.40166311166609,-75
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.18303627800483,-75
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.35414043590137,-75
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.16850518118725,-74
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.45896345016634,-74
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.11925406575512,-74
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.35482412056056,-74
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.15740989788337,-73
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.45735187385497,-73
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.15450705957945,-73
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.39777726445623,-73
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.15920209858443,-72
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.39244922934286,-72
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.10031381605157,-72
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.35717536286935,-72
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.12862450413433,-98
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.3286466588013,-98
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.14422823630087,-98
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.37742964843283,-98
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.15407531628142,-71
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.36034340589767,-71
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.13209268248646,-71
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.38401894234531,-71
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.13584202168115,-70
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.34409675551107,-70
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.1435342610118,-70
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.34171513617998,-70
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.13182774054583,-69
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.40812350696692,-69
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.1384020915293,-69
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.44003553383505,-69
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.1256040597333,-68
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.39809477701472,-68
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.1448575244684,-68
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.38677496867181,-68
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.16934876828404,-67
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.44929941054135,-67
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.14639163286096,-67
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.38291642599767,-67
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.14387727805015,-66
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.44049770627315,-66
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.15403924332046,-66
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.36030101421107,-66
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.17297699814648,-65
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.36235991461913,-65
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.15429575828364,-65
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.41004220491382,-65
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.13534044037018,-64
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.40206955370143,-64
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.14647412528365,-64
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.40074903400514,-64
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.15850121630959,-63
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.40789517415349,-63
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.16412082138561,-63
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.34839145514994,-63
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.14875106647678,-62
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.40211678623474,-62
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.11693265866876,-62
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.34976657286733,-62
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.13353310507698,-97
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.34112845511903,-97
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.13547152430635,-97
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.35476289546274,-97
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.15022364764365,-61
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.39890125536719,-61
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.16203408195491,-61
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.40419271632153,-61
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.18424377550345,-60
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.42880433096011,-60
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.14776453551924,-60
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.40268276865088,-60
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.14010787248998,-59
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.38503268613387,-59
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.12845775897163,-59
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.41346630859886,-59
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.1421050060664,-58
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.39349248537121,-58
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.1853801073492,-58
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.39758829226067,-58
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.19580774296076,-57
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.40073426826121,-57
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.15441679170697,-57
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.43995168453532,-57
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.12100435741893,-56
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.4457123815943,-56
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.12757010136474,-56
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.44215592856654,-56
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.17683247080409,-55
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.46538610600374,-55
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.13379319438963,-55
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.41220949195392,-55
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.14656969237203,-54
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.43405681973097,-54
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.15806252159589,-54
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.4148383349845,-54
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.15606349767928,-53
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.42605789857003,-53
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.16345071299542,-53
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.39586620960349,-53
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.14630036179975,-52
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.44105152605246,-52
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.15252660799815,-52
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.43241815695066,-52
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.14546140754533,-96
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.39867394406969,-96
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.12154801537464,-96
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.33299223499935,-96
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.14286190255927,-51
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.41818803887353,-51
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.17256990388498,-51
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.43852251138396,-51
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.14386824579523,-50
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.40845053518177,-50
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.15657284393308,-50
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.3632043182508,-50
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.16841038776431,-49
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.48359332509228,-49
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.14430875034934,-49
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.43845271809106,-49
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.17989023393572,-48
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.44105785599739,-48
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.1554442276607,-48
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.44913958295773,-48
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.13885261597912,-47
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.46748327834328,-47
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.15986014957005,-47
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.43947791217364,-47
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.13424260823191,-46
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.404492661364,-46
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.13860281812416,-46
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.46099041811317,-46
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.13227170654076,-45
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.43795638811754,-45
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.16365542695915,-45
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.42234840848562,-45
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.13776314619594,-44
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.44697120536363,-44
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.16743314079368,-44
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.44420831794332,-44
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.13949678130916,-43
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.40916244725663,-43
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.15554322269875,-43
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.39310951958186,-43
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.19594737571616,-42
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.44920161168107,-42
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.15512514770007,-42
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.4285564796039,-42
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.15843611880532,-95
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.40675101498229,-95
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.13810931574588,-95
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.44333846963766,-95
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.16479494422647,-41
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.36910910508017,-41
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.17080842717985,-41
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.42321429757533,-41
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.15158089798495,-40
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.39200172884972,-40
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.15958074555622,-40
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.44628626595283,-40
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.15930570407603,-39
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.43893974537129,-39
