chromosomes,start_position,end_position,dataset,score,dataset_strand,product,phase,windows,time_after_exposure,sample_strand,replicate,real_sim
.,0,10000,ERD,0,.,64_PP,early,-100,12,-,_,0.985322346964464
.,0,10000,ERD,0,.,64_PP,early,-100,12,+,_,1.00838928953127
.,0,10000,ERD,0,.,64_PP,early,-99,12,-,_,1.01804210250852
.,0,10000,ERD,0,.,64_PP,early,-99,12,+,_,1.00219104967075
.,0,10000,ERD,0,.,64_PP,early,-98,12,-,_,1.01408530545511
.,0,10000,ERD,0,.,64_PP,early,-98,12,+,_,1.02510359813856
.,0,10000,ERD,0,.,64_PP,early,-97,12,-,_,1.00935768112314
.,0,10000,ERD,0,.,64_PP,early,-97,12,+,_,1.03696252851847
.,0,10000,ERD,0,.,64_PP,early,-96,12,-,_,1.03319921102311
.,0,10000,ERD,0,.,64_PP,early,-96,12,+,_,0.97176794050881
.,0,10000,ERD,0,.,64_PP,early,-95,12,-,_,1.0388886865014
.,0,10000,ERD,0,.,64_PP,early,-95,12,+,_,1.05338864621784
.,0,10000,ERD,0,.,64_PP,early,-94,12,-,_,1.0190519569961
.,0,10000,ERD,0,.,64_PP,early,-94,12,+,_,1.04741484742869
.,0,10000,ERD,0,.,64_PP,early,-93,12,-,_,1.06833041239284
.,0,10000,ERD,0,.,64_PP,early,-93,12,+,_,1.03519984235884
.,0,10000,ERD,0,.,64_PP,early,-92,12,-,_,1.00337813204283
.,0,10000,ERD,0,.,64_PP,early,-92,12,+,_,0.947138703241928
.,0,10000,ERD,0,.,64_PP,early,-91,12,-,_,0.969116275707243
.,0,10000,ERD,0,.,64_PP,early,-91,12,+,_,1.00857791534943
.,0,10000,ERD,0,.,64_PP,early,-90,12,-,_,1.00027075704626
.,0,10000,ERD,0,.,64_PP,early,-90,12,+,_,1.00939097196883
.,0,10000,ERD,0,.,64_PP,early,-89,12,-,_,1.00045129767258
.,0,10000,ERD,0,.,64_PP,early,-89,12,+,_,0.958855356297629
.,0,10000,ERD,0,.,64_PP,early,-88,12,-,_,0.992695805300831
.,0,10000,ERD,0,.,64_PP,early,-88,12,+,_,0.999318576832414
.,0,10000,ERD,0,.,64_PP,early,-87,12,-,_,0.99512960272933
.,0,10000,ERD,0,.,64_PP,early,-87,12,+,_,1.03559054730984
.,0,10000,ERD,0,.,64_PP,early,-86,12,-,_,1.00699474711814
.,0,10000,ERD,0,.,64_PP,early,-86,12,+,_,1.02346008500205
.,0,10000,ERD,0,.,64_PP,early,-85,12,-,_,1.02496617725887
.,0,10000,ERD,0,.,64_PP,early,-85,12,+,_,0.964162839981519
.,0,10000,ERD,0,.,64_PP,early,-84,12,-,_,0.993720618103804
.,0,10000,ERD,0,.,64_PP,early,-84,12,+,_,1.06966840338682
.,0,10000,ERD,0,.,64_PP,early,-83,12,-,_,0.972574449010871
.,0,10000,ERD,0,.,64_PP,early,-83,12,+,_,0.97773176151165
.,0,10000,ERD,0,.,64_PP,early,-82,12,-,_,0.989984244563939
.,0,10000,ERD,0,.,64_PP,early,-82,12,+,_,0.986198590876246
.,0,10000,ERD,0,.,64_PP,early,-81,12,-,_,1.05731546944515
.,0,10000,ERD,0,.,64_PP,early,-81,12,+,_,0.986244454488498
.,0,10000,ERD,0,.,64_PP,early,-80,12,-,_,1.05758742156033
.,0,10000,ERD,0,.,64_PP,early,-80,12,+,_,1.01414632405924
.,0,10000,ERD,0,.,64_PP,early,-79,12,-,_,1.05027757427104
.,0,10000,ERD,0,.,64_PP,early,-79,12,+,_,0.989435914553248
.,0,10000,ERD,0,.,64_PP,early,-78,12,-,_,1.00984638664672
.,0,10000,ERD,0,.,64_PP,early,-78,12,+,_,0.958273253896005
.,0,10000,ERD,0,.,64_PP,early,-77,12,-,_,0.991543937978496
.,0,10000,ERD,0,.,64_PP,early,-77,12,+,_,0.947091794829589
.,0,10000,ERD,0,.,64_PP,early,-76,12,-,_,0.987488858433885
.,0,10000,ERD,0,.,64_PP,early,-76,12,+,_,1.00668584080795
.,0,10000,ERD,0,.,64_PP,early,-75,12,-,_,0.95349856125235
.,0,10000,ERD,0,.,64_PP,early,-75,12,+,_,1.01599406443243
.,0,10000,ERD,0,.,64_PP,early,-74,12,-,_,1.06593534132884
.,0,10000,ERD,0,.,64_PP,early,-74,12,+,_,1.05789201487567
.,0,10000,ERD,0,.,64_PP,early,-73,12,-,_,1.04757373515144
.,0,10000,ERD,0,.,64_PP,early,-73,12,+,_,1.00556211349694
.,0,10000,ERD,0,.,64_PP,early,-72,12,-,_,1.07982230798183
.,0,10000,ERD,0,.,64_PP,early,-72,12,+,_,0.977832532174601
.,0,10000,ERD,0,.,64_PP,early,-71,12,-,_,1.07153016020322
.,0,10000,ERD,0,.,64_PP,early,-71,12,+,_,1.02827301217559
.,0,10000,ERD,0,.,64_PP,early,-70,12,-,_,1.01526887120568
.,0,10000,ERD,0,.,64_PP,early,-70,12,+,_,1.00474157709633
.,0,10000,ERD,0,.,64_PP,early,-69,12,-,_,1.06775621777748
.,0,10000,ERD,0,.,64_PP,early,-69,12,+,_,1.04397602723302
.,0,10000,ERD,0,.,64_PP,early,-68,12,-,_,1.02915419227434
.,0,10000,ERD,0,.,64_PP,early,-68,12,+,_,1.00540362991776
.,0,10000,ERD,0,.,64_PP,early,-67,12,-,_,0.991332260924341
.,0,10000,ERD,0,.,64_PP,early,-67,12,+,_,0.978489531261546
.,0,10000,ERD,0,.,64_PP,early,-66,12,-,_,1.01373962217265
.,0,10000,ERD,0,.,64_PP,early,-66,12,+,_,0.978680505609298
.,0,10000,ERD,0,.,64_PP,early,-65,12,-,_,1.06041834399232
.,0,10000,ERD,0,.,64_PP,early,-65,12,+,_,0.97698676318684
.,0,10000,ERD,0,.,64_PP,early,-64,12,-,_,0.998134479968904
.,0,10000,ERD,0,.,64_PP,early,-64,12,+,_,1.00932371209648
.,0,10000,ERD,0,.,64_PP,early,-63,12,-,_,1.06759276889073
.,0,10000,ERD,0,.,64_PP,early,-63,12,+,_,1.04338028378703
.,0,10000,ERD,0,.,64_PP,early,-62,12,-,_,0.958428108755279
.,0,10000,ERD,0,.,64_PP,early,-62,12,+,_,0.978408365308698
.,0,10000,ERD,0,.,64_PP,early,-61,12,-,_,1.02926299686307
.,0,10000,ERD,0,.,64_PP,early,-61,12,+,_,1.01933063731112
.,0,10000,ERD,0,.,64_PP,early,-60,12,-,_,1.03247671157041
.,0,10000,ERD,0,.,64_PP,early,-60,12,+,_,1.08437645845199
.,0,10000,ERD,0,.,64_PP,early,-59,12,-,_,0.988236222093072
.,0,10000,ERD,0,.,64_PP,early,-59,12,+,_,0.999945079289605
.,0,10000,ERD,0,.,64_PP,early,-58,12,-,_,1.01005003787335
.,0,10000,ERD,0,.,64_PP,early,-58,12,+,_,1.00270567953703
.,0,10000,ERD,0,.,64_PP,early,-57,12,-,_,1.00252182394714
.,0,10000,ERD,0,.,64_PP,early,-57,12,+,_,1.01803283604031
.,0,10000,ERD,0,.,64_PP,early,-56,12,-,_,1.01298032538463
.,0,10000,ERD,0,.,64_PP,early,-56,12,+,_,0.92213705602102
.,0,10000,ERD,0,.,64_PP,early,-55,12,-,_,1.0104065861353
.,0,10000,ERD,0,.,64_PP,early,-55,12,+,_,0.985909175545016
.,0,10000,ERD,0,.,64_PP,early,-54,12,-,_,1.00564053641467
.,0,10000,ERD,0,.,64_PP,early,-54,12,+,_,0.991056046898088
.,0,10000,ERD,0,.,64_PP,early,-53,12,-,_,1.04139044269643
.,0,10000,ERD,0,.,64_PP,early,-53,12,+,_,0.958730251200258
.,0,10000,ERD,0,.,64_PP,early,-52,12,-,_,0.947397016189233
.,0,10000,ERD,0,.,64_PP,early,-52,12,+,_,1.03866195356785
.,0,10000,ERD,0,.,64_PP,early,-51,12,-,_,1.03864372274576
.,0,10000,ERD,0,.,64_PP,early,-51,12,+,_,1.04199154657252
.,0,10000,ERD,0,.,64_PP,early,-50,12,-,_,1.00377385794434
.,0,10000,ERD,0,.,64_PP,early,-50,12,+,_,1.03152574164527
.,0,10000,ERD,0,.,64_PP,early,-49,12,-,_,0.977853062694354
.,0,10000,ERD,0,.,64_PP,early,-49,12,+,_,0.936104620629454
.,0,10000,ERD,0,.,64_PP,early,-48,12,-,_,1.02023860279041
.,0,10000,ERD,0,.,64_PP,early,-48,12,+,_,0.982679481379929
.,0,10000,ERD,0,.,64_PP,early,-47,12,-,_,0.995519494933642
.,0,10000,ERD,0,.,64_PP,early,-47,12,+,_,1.03678591850384
.,0,10000,ERD,0,.,64_PP,early,-46,12,-,_,0.983768292866341
.,0,10000,ERD,0,.,64_PP,early,-46,12,+,_,0.980901190613224
.,0,10000,ERD,0,.,64_PP,early,-45,12,-,_,0.980664702132134
.,0,10000,ERD,0,.,64_PP,early,-45,12,+,_,0.991512386011037
.,0,10000,ERD,0,.,64_PP,early,-44,12,-,_,1.00402788540444
.,0,10000,ERD,0,.,64_PP,early,-44,12,+,_,0.950418790436641
.,0,10000,ERD,0,.,64_PP,early,-43,12,-,_,0.99270081672354
.,0,10000,ERD,0,.,64_PP,early,-43,12,+,_,1.08454395370259
.,0,10000,ERD,0,.,64_PP,early,-42,12,-,_,1.04989583917006
.,0,10000,ERD,0,.,64_PP,early,-42,12,+,_,1.00889013676026
.,0,10000,ERD,0,.,64_PP,early,-41,12,-,_,1.07239201236116
.,0,10000,ERD,0,.,64_PP,early,-41,12,+,_,1.06629362439203
.,0,10000,ERD,0,.,64_PP,early,-40,12,-,_,1.07047377087889
.,0,10000,ERD,0,.,64_PP,early,-40,12,+,_,1.07091072162539
.,0,10000,ERD,0,.,64_PP,early,-39,12,-,_,1.0651591576778
.,0,10000,ERD,0,.,64_PP,early,-39,12,+,_,1.05651872627989
.,0,10000,ERD,0,.,64_PP,early,-38,12,-,_,1.03937176462514
.,0,10000,ERD,0,.,64_PP,early,-38,12,+,_,1.00751925179876
.,0,10000,ERD,0,.,64_PP,early,-37,12,-,_,1.04610805711767
.,0,10000,ERD,0,.,64_PP,early,-37,12,+,_,1.043181754641
.,0,10000,ERD,0,.,64_PP,early,-36,12,-,_,0.97222425812057
.,0,10000,ERD,0,.,64_PP,early,-36,12,+,_,0.986006625650038
.,0,10000,ERD,0,.,64_PP,early,-35,12,-,_,1.03503297127822
.,0,10000,ERD,0,.,64_PP,early,-35,12,+,_,0.983266932373155
.,0,10000,ERD,0,.,64_PP,early,-34,12,-,_,0.983895758375974
.,0,10000,ERD,0,.,64_PP,early,-34,12,+,_,1.00248650548728
.,0,10000,ERD,0,.,64_PP,early,-33,12,-,_,0.990838953925817
.,0,10000,ERD,0,.,64_PP,early,-33,12,+,_,0.980086307684842
.,0,10000,ERD,0,.,64_PP,early,-32,12,-,_,1.04341375333475
.,0,10000,ERD,0,.,64_PP,early,-32,12,+,_,0.987043507121695
.,0,10000,ERD,0,.,64_PP,early,-31,12,-,_,0.999304350320402
.,0,10000,ERD,0,.,64_PP,early,-31,12,+,_,0.985804563911217
.,0,10000,ERD,0,.,64_PP,early,-30,12,-,_,1.02412300617474
.,0,10000,ERD,0,.,64_PP,early,-30,12,+,_,0.982469443014744
.,0,10000,ERD,0,.,64_PP,early,-29,12,-,_,1.00466936000708
.,0,10000,ERD,0,.,64_PP,early,-29,12,+,_,1.03330737666599
.,0,10000,ERD,0,.,64_PP,early,-28,12,-,_,0.968137969967655
.,0,10000,ERD,0,.,64_PP,early,-28,12,+,_,1.02153967317023
.,0,10000,ERD,0,.,64_PP,early,-27,12,-,_,0.944718203613112
.,0,10000,ERD,0,.,64_PP,early,-27,12,+,_,1.01113624776754
.,0,10000,ERD,0,.,64_PP,early,-26,12,-,_,1.02669659809702
.,0,10000,ERD,0,.,64_PP,early,-26,12,+,_,0.989671688656383
.,0,10000,ERD,0,.,64_PP,early,-25,12,-,_,1.00959630484203
.,0,10000,ERD,0,.,64_PP,early,-25,12,+,_,0.978777591529277
.,0,10000,ERD,0,.,64_PP,early,-24,12,-,_,0.984776057331666
.,0,10000,ERD,0,.,64_PP,early,-24,12,+,_,0.978633718956291
.,0,10000,ERD,0,.,64_PP,early,-23,12,-,_,1.01164934917959
.,0,10000,ERD,0,.,64_PP,early,-23,12,+,_,0.959740889698406
.,0,10000,ERD,0,.,64_PP,early,-22,12,-,_,0.960329104292062
.,0,10000,ERD,0,.,64_PP,early,-22,12,+,_,0.94108764418914
.,0,10000,ERD,0,.,64_PP,early,-21,12,-,_,0.971674596676115
.,0,10000,ERD,0,.,64_PP,early,-21,12,+,_,0.996217443760978
.,0,10000,ERD,0,.,64_PP,early,-20,12,-,_,0.988184225171825
.,0,10000,ERD,0,.,64_PP,early,-20,12,+,_,1.01955077720004
.,0,10000,ERD,0,.,64_PP,early,-19,12,-,_,0.986458661060317
.,0,10000,ERD,0,.,64_PP,early,-19,12,+,_,0.934037509861825
.,0,10000,ERD,0,.,64_PP,early,-18,12,-,_,1.01755129646689
.,0,10000,ERD,0,.,64_PP,early,-18,12,+,_,0.949047956014627
.,0,10000,ERD,0,.,64_PP,early,-17,12,-,_,0.938572000345952
.,0,10000,ERD,0,.,64_PP,early,-17,12,+,_,1.01514952878417
.,0,10000,ERD,0,.,64_PP,early,-16,12,-,_,1.03280599127592
.,0,10000,ERD,0,.,64_PP,early,-16,12,+,_,0.973401010278651
.,0,10000,ERD,0,.,64_PP,early,-15,12,-,_,0.930364870324283
.,0,10000,ERD,0,.,64_PP,early,-15,12,+,_,0.941225511393525
.,0,10000,ERD,0,.,64_PP,early,-14,12,-,_,1.00481632540473
.,0,10000,ERD,0,.,64_PP,early,-14,12,+,_,0.985157511839636
.,0,10000,ERD,0,.,64_PP,early,-13,12,-,_,0.963843372898067
.,0,10000,ERD,0,.,64_PP,early,-13,12,+,_,0.936980222694258
.,0,10000,ERD,0,.,64_PP,early,-12,12,-,_,0.943372132316839
.,0,10000,ERD,0,.,64_PP,early,-12,12,+,_,0.981525545580367
.,0,10000,ERD,0,.,64_PP,early,-11,12,-,_,0.932519719591613
.,0,10000,ERD,0,.,64_PP,early,-11,12,+,_,0.954309867972929
.,0,10000,ERD,0,.,64_PP,early,-10,12,-,_,0.950155300439443
.,0,10000,ERD,0,.,64_PP,early,-10,12,+,_,0.943630688126291
.,0,10000,ERD,0,.,64_PP,early,-9,12,-,_,1.02835408942831
.,0,10000,ERD,0,.,64_PP,early,-9,12,+,_,0.966133705034332
.,0,10000,ERD,0,.,64_PP,early,-8,12,-,_,0.934250383162736
.,0,10000,ERD,0,.,64_PP,early,-8,12,+,_,0.922082584996798
.,0,10000,ERD,0,.,64_PP,early,-7,12,-,_,0.985707704343561
.,0,10000,ERD,0,.,64_PP,early,-7,12,+,_,0.991480270759814
.,0,10000,ERD,0,.,64_PP,early,-6,12,-,_,0.949582849106268
.,0,10000,ERD,0,.,64_PP,early,-6,12,+,_,0.915630940929243
.,0,10000,ERD,0,.,64_PP,early,-5,12,-,_,0.971796190016227
.,0,10000,ERD,0,.,64_PP,early,-5,12,+,_,0.947680439018352
.,0,10000,ERD,0,.,64_PP,early,-4,12,-,_,0.9495829454341
.,0,10000,ERD,0,.,64_PP,early,-4,12,+,_,1.0017220246922
.,0,10000,ERD,0,.,64_PP,early,-3,12,-,_,0.983910258872222
.,0,10000,ERD,0,.,64_PP,early,-3,12,+,_,0.91272306623199
.,0,10000,ERD,0,.,64_PP,early,-2,12,-,_,0.978267212848753
.,0,10000,ERD,0,.,64_PP,early,-2,12,+,_,0.948990145466011
.,0,10000,ERD,0,.,64_PP,early,-1,12,-,_,0.951891066642481
.,0,10000,ERD,0,.,64_PP,early,-1,12,+,_,1.00037288735416
.,0,10000,ERD,0,.,64_PP,early,0,12,-,_,0.988714054905211
.,0,10000,ERD,0,.,64_PP,early,0,12,+,_,0.945695207771258
.,0,10000,ERD,0,.,64_PP,early,1,12,-,_,0.967818971416585
.,0,10000,ERD,0,.,64_PP,early,1,12,+,_,0.981030818745857
.,0,10000,ERD,0,.,64_PP,early,2,12,-,_,0.954164047574845
.,0,10000,ERD,0,.,64_PP,early,2,12,+,_,0.997413154550296
.,0,10000,ERD,0,.,64_PP,early,3,12,-,_,1.02739019791994
.,0,10000,ERD,0,.,64_PP,early,3,12,+,_,0.926841079379183
.,0,10000,ERD,0,.,64_PP,early,4,12,-,_,0.90962771244739
.,0,10000,ERD,0,.,64_PP,early,4,12,+,_,0.985897568243299
.,0,10000,ERD,0,.,64_PP,early,5,12,-,_,0.957322740962145
.,0,10000,ERD,0,.,64_PP,early,5,12,+,_,0.938947296071534
.,0,10000,ERD,0,.,64_PP,early,6,12,-,_,0.960339607276163
.,0,10000,ERD,0,.,64_PP,early,6,12,+,_,0.929257680130328
.,0,10000,ERD,0,.,64_PP,early,7,12,-,_,0.944660587711431
.,0,10000,ERD,0,.,64_PP,early,7,12,+,_,1.00196812591387
.,0,10000,ERD,0,.,64_PP,early,8,12,-,_,0.917694498550586
.,0,10000,ERD,0,.,64_PP,early,8,12,+,_,0.987645709901021
.,0,10000,ERD,0,.,64_PP,early,9,12,-,_,0.95491679487507
.,0,10000,ERD,0,.,64_PP,early,9,12,+,_,0.979487298451071
.,0,10000,ERD,0,.,64_PP,early,10,12,-,_,0.926931378857226
.,0,10000,ERD,0,.,64_PP,early,10,12,+,_,0.966300356176583
.,0,10000,ERD,0,.,64_PP,early,11,12,-,_,1.00451426174034
.,0,10000,ERD,0,.,64_PP,early,11,12,+,_,0.953425269622015
.,0,10000,ERD,0,.,64_PP,early,12,12,-,_,0.911526493734811
.,0,10000,ERD,0,.,64_PP,early,12,12,+,_,0.950412704110626
.,0,10000,ERD,0,.,64_PP,early,13,12,-,_,0.898947618462163
.,0,10000,ERD,0,.,64_PP,early,13,12,+,_,0.966671408099976
.,0,10000,ERD,0,.,64_PP,early,14,12,-,_,0.978761536083711
.,0,10000,ERD,0,.,64_PP,early,14,12,+,_,0.934818243512002
.,0,10000,ERD,0,.,64_PP,early,15,12,-,_,1.00487519513171
.,0,10000,ERD,0,.,64_PP,early,15,12,+,_,0.996629534098786
.,0,10000,ERD,0,.,64_PP,early,16,12,-,_,0.915171410795584
.,0,10000,ERD,0,.,64_PP,early,16,12,+,_,0.889553085741862
.,0,10000,ERD,0,.,64_PP,early,17,12,-,_,0.916760995414258
.,0,10000,ERD,0,.,64_PP,early,17,12,+,_,0.912359479042742
.,0,10000,ERD,0,.,64_PP,early,18,12,-,_,0.966444260109374
.,0,10000,ERD,0,.,64_PP,early,18,12,+,_,0.909393920323103
.,0,10000,ERD,0,.,64_PP,early,19,12,-,_,0.943211496810773
.,0,10000,ERD,0,.,64_PP,early,19,12,+,_,0.938786014255289
.,0,10000,ERD,0,.,64_PP,early,20,12,-,_,0.965596952811154
.,0,10000,ERD,0,.,64_PP,early,20,12,+,_,0.919039361625536
.,0,10000,ERD,0,.,64_PP,early,21,12,-,_,0.93693804529668
.,0,10000,ERD,0,.,64_PP,early,21,12,+,_,0.969372007350112
.,0,10000,ERD,0,.,64_PP,early,22,12,-,_,0.977962078319922
.,0,10000,ERD,0,.,64_PP,early,22,12,+,_,0.925206820378208
.,0,10000,ERD,0,.,64_PP,early,23,12,-,_,0.899617726511467
.,0,10000,ERD,0,.,64_PP,early,23,12,+,_,0.939077788229785
.,0,10000,ERD,0,.,64_PP,early,24,12,-,_,0.956675955912603
.,0,10000,ERD,0,.,64_PP,early,24,12,+,_,0.923142012456771
.,0,10000,ERD,0,.,64_PP,early,25,12,-,_,0.991896637953127
.,0,10000,ERD,0,.,64_PP,early,25,12,+,_,1.0503707392137
.,0,10000,ERD,0,.,64_PP,early,26,12,-,_,0.934940900895798
.,0,10000,ERD,0,.,64_PP,early,26,12,+,_,0.96192766623914
.,0,10000,ERD,0,.,64_PP,early,27,12,-,_,0.894139748756353
.,0,10000,ERD,0,.,64_PP,early,27,12,+,_,0.943766118189125
.,0,10000,ERD,0,.,64_PP,early,28,12,-,_,0.952814804348047
.,0,10000,ERD,0,.,64_PP,early,28,12,+,_,1.0320138646268
.,0,10000,ERD,0,.,64_PP,early,29,12,-,_,0.918562957830011
.,0,10000,ERD,0,.,64_PP,early,29,12,+,_,0.920447619474266
.,0,10000,ERD,0,.,64_PP,early,30,12,-,_,0.965540257489272
.,0,10000,ERD,0,.,64_PP,early,30,12,+,_,1.00582553815049
.,0,10000,ERD,0,.,64_PP,early,31,12,-,_,1.00098259834722
.,0,10000,ERD,0,.,64_PP,early,31,12,+,_,0.960273836212882
.,0,10000,ERD,0,.,64_PP,early,32,12,-,_,0.9963539189027
.,0,10000,ERD,0,.,64_PP,early,32,12,+,_,1.04893575595299
.,0,10000,ERD,0,.,64_PP,early,33,12,-,_,0.972427100784909
.,0,10000,ERD,0,.,64_PP,early,33,12,+,_,1.02715898711705
.,0,10000,ERD,0,.,64_PP,early,34,12,-,_,1.00183692991091
.,0,10000,ERD,0,.,64_PP,early,34,12,+,_,1.0614064785651
.,0,10000,ERD,0,.,64_PP,early,35,12,-,_,1.04288278432196
.,0,10000,ERD,0,.,64_PP,early,35,12,+,_,1.0182286725287
.,0,10000,ERD,0,.,64_PP,early,36,12,-,_,0.994916473887383
.,0,10000,ERD,0,.,64_PP,early,36,12,+,_,1.04473953470935
.,0,10000,ERD,0,.,64_PP,early,37,12,-,_,1.0218646205435
.,0,10000,ERD,0,.,64_PP,early,37,12,+,_,0.962038555406851
.,0,10000,ERD,0,.,64_PP,early,38,12,-,_,1.00024555971615
.,0,10000,ERD,0,.,64_PP,early,38,12,+,_,1.06577760511561
.,0,10000,ERD,0,.,64_PP,early,39,12,-,_,0.990136735931973
.,0,10000,ERD,0,.,64_PP,early,39,12,+,_,1.00342691680373
.,0,10000,ERD,0,.,64_PP,early,40,12,-,_,1.03709358898259
.,0,10000,ERD,0,.,64_PP,early,40,12,+,_,1.0018128587164
.,0,10000,ERD,0,.,64_PP,early,41,12,-,_,0.992874642633318
.,0,10000,ERD,0,.,64_PP,early,41,12,+,_,0.971924298045029
.,0,10000,ERD,0,.,64_PP,early,42,12,-,_,0.978580987499281
.,0,10000,ERD,0,.,64_PP,early,42,12,+,_,1.0080157483548
.,0,10000,ERD,0,.,64_PP,early,43,12,-,_,0.994030940186238
.,0,10000,ERD,0,.,64_PP,early,43,12,+,_,1.01188582541632
.,0,10000,ERD,0,.,64_PP,early,44,12,-,_,0.955677473417244
.,0,10000,ERD,0,.,64_PP,early,44,12,+,_,1.03373606456819
.,0,10000,ERD,0,.,64_PP,early,45,12,-,_,1.0724012166582
.,0,10000,ERD,0,.,64_PP,early,45,12,+,_,1.1207290524071
.,0,10000,ERD,0,.,64_PP,early,46,12,-,_,1.0947554461528
.,0,10000,ERD,0,.,64_PP,early,46,12,+,_,1.06907485051864
.,0,10000,ERD,0,.,64_PP,early,47,12,-,_,1.01597108478613
.,0,10000,ERD,0,.,64_PP,early,47,12,+,_,1.07923989009916
.,0,10000,ERD,0,.,64_PP,early,48,12,-,_,1.03667665352052
.,0,10000,ERD,0,.,64_PP,early,48,12,+,_,1.09598347112272
.,0,10000,ERD,0,.,64_PP,early,49,12,-,_,1.02772912752787
.,0,10000,ERD,0,.,64_PP,early,49,12,+,_,1.00746291294979
.,0,10000,ERD,0,.,64_PP,early,50,12,-,_,1.0128179785886
.,0,10000,ERD,0,.,64_PP,early,50,12,+,_,1.04227718474161
.,0,10000,ERD,0,.,64_PP,early,51,12,-,_,1.03769250763592
.,0,10000,ERD,0,.,64_PP,early,51,12,+,_,1.06278694591704
.,0,10000,ERD,0,.,64_PP,early,52,12,-,_,1.03153536151201
.,0,10000,ERD,0,.,64_PP,early,52,12,+,_,1.00069990871281
.,0,10000,ERD,0,.,64_PP,early,53,12,-,_,0.928302077236392
.,0,10000,ERD,0,.,64_PP,early,53,12,+,_,1.01745402462023
.,0,10000,ERD,0,.,64_PP,early,54,12,-,_,1.03522042875794
